,RecordKey,Website.ID,Website.RecordKey,SiteName,Site.section,ViceCounty,established,GridReference,Projection,Precision,lat,long,transect.OS1936.lat,Transect.OS1936.long,transect_length,section_length,section_grid_ref,H1,H2,H3,H4,habitat_description,L1,L2,land_use_description,Recorder,start_time,end_time,sunshine,wind_speed,temperature,TaxonVersionKey,species,latin,queens,workers,males,unknown,Comment,transect_comment,flower_visited,StartDate,EndDate,DateType,Year,Month,Day,Sensitive,Week,TotalCount,Year_Bin,site_count
257348,251023,28190553.0,iBRC28190553,"Alberta, Seasalter Levels","Alberta, Seasalter Levels - S3",,2016.0,TR080649,OSGB,100,51.34510792,0.985277435,51.3445604,0.987003145,2030.0,666.0,TR078646,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Currently dry unimproved grassland with recent history of specific land management.,L41 - Unused Land,,,"Richardson, Sam",14:25,15:25,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",27.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,,,Bristly Ox tongue,25/09/2022,25/09/2022,D,2022,9,25,False,38,3,2021-2022,10
257507,250971,28847597.0,iBRC28847597,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S2,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2541.0,545.0,TQ518804,25. Hedgerows,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),25. Hedgerows,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",10:55,11:45,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",12.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,29/09/2022,29/09/2022,D,2022,9,29,False,39,1,2021-2022,47
257510,251054,28847600.0,iBRC28847600,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S5,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2541.0,171.0,TQ516814,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",10:55,11:45,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",12.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,,29/09/2022,29/09/2022,D,2022,9,29,False,39,1,2021-2022,47
257512,251020,28847602.0,iBRC28847602,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S6,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2541.0,596.0,TQ515813,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",10:55,11:45,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",12.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,1,,,,29/09/2022,29/09/2022,D,2022,9,29,False,39,2,2021-2022,47
257514,250997,28233098.0,iBRC28233098,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S4,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,460.0,TQ768845,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",22. Dry scrub/shrub thickets,,"footpath between lines of dense hedgerow of elder, blackthorn, bramble, hawthorn, lined with nettle species and other flowering plants",L6 - Outdoor amenity and open spaces,,footpath sides are cut throughout summer to maintain open footpath,"Hill, Andy",11:00,11:45,Sunny/Cloudy,0. Smoke rises vertically,14.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Spear Thistle,29/09/2022,29/09/2022,D,2022,9,29,False,39,1,2021-2022,65
257520,251057,29029800.0,iBRC29029800,Victory Wood One,Victory Wood One - S4,,2019.0,TR090624,OSGB,100,51.3222929,0.998149621,51.32174252,0.999875792,2402.0,414.0,TR093620,18. Agriculturally improved/re-seeded/heavily fertilised grassland,30. Small man-made woodlands,,,,L6 - Outdoor amenity and open spaces,L3 - Managed forest,,"Lansdell, Emma",11:00,12:10,Cloudy,3. Leaves and twigs in slight motion,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Red Bartsia,29/09/2022,29/09/2022,D,2022,9,29,False,39,1,2021-2022,47
257883,250954,28323969.0,iBRC28323969,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S2,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1715.0,640.0,TQ758867,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"Hardstanding footpath on flower rich neutral semi improved grass, hay meadow on one side, elm hedgerow on other side. Footpath edges seasonally mown, as with section 1. Almost 2 thirds of the way along, the path is flanked by a legume rich turtle dove plot with thorny hedgerow on one side, and hedgerow and seasonally wet semi improved, neutral, ungrazed area on the other side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",10:30,11:15,Sunny,"2. Wind felt on face, leaves rustle",12.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Ragwort,08/10/2022,08/10/2022,D,2022,10,8,False,40,1,2021-2022,31
263371,273236,30293932.0,iBRC30293932,Canvey Wick Nature Reserve,Canvey Wick Nature Reserve - S2,,2018.0,TQ766833,OSGB,100,51.52100702,0.544092322,51.52048723,0.545775705,1408.0,395.0,TQ764833,,,,,,,,,"Mathers, Keelan",10:30,11:18,Sunny/Cloudy,3. Leaves and twigs in slight motion,13.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,,01/05/2023,01/05/2023,D,2023,5,1,False,18,2,2023-2024,17
263898,304116,33543137.0,iBRC33543137,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S7,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2027.0,694.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",13:10,14:00,Sunny/Cloudy,4. Dust raised and small branches move,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,04/05/2023,04/05/2023,D,2023,5,4,False,18,1,2023-2024,64
264483,273244,30820776.0,iBRC30820776,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",10:00,11:30,Sunny,1. Slight smoke drift,16.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,4,0,0,0,,,White Deadnettle,11/05/2023,11/05/2023,D,2023,5,11,False,19,4,2023-2024,28
265669,273237,31069657.0,iBRC31069657,Kingsdon,Kingsdon - S1,,2023.0,ST517261,OSGB,100,51.03222188,-2.69016808,51.03169402,-2.688871169,2910.0,1017.0,ST517263,25. Hedgerows,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,"No through mixed surface single track lane, bordered by arable field and garden",L1 - Agriculture,,Intense arable crops other side of hedge,"Dibben, Lucy",18:00,19:00,Sunny,"2. Wind felt on face, leaves rustle",17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,Photos available,,White Deadnettle,18/05/2023,18/05/2023,D,2023,5,18,False,20,1,2023-2024,1
267354,273238,30539074.0,iBRC30539074,"Ferry Marsh, Iwade","Ferry Marsh, Iwade - S2",,2023.0,TQ909696,OSGB,100,51.3933167,0.74257663,51.39277884,0.744277021,2483.0,793.0,TQ912693,17. Dry semi/unimproved (flower rich) neutral grassland,,,,sea wall public footpath. grassland either side,L6 - Outdoor amenity and open spaces,,Public footpath. english coastal path. grass . many walkers,"Thorpe, Karen",10:10,11:10,Sunny,3. Leaves and twigs in slight motion,14.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Hawthorn,28/05/2023,28/05/2023,D,2023,5,28,False,21,1,2023-2024,6
274223,273242,31377178.0,iBRC31377178,RSPB Vange Marsh,RSPB Vange Marsh - S3,,2017.0,TQ731871,OSGB,100,51.55622455,0.495562932,51.55570964,0.497242311,1860.0,202.0,TQ730874,17. Dry semi/unimproved (flower rich) neutral grassland,22. Dry scrub/shrub thickets,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,"Semi improved neutral grassland, cattle grazed, poor floristic diversity at present, small scattered rose, hawthorn and blackthorn scrub, areas of nettle species.",,,,"Mathers, Keelan",10:15,11:00,Sunny,1. Slight smoke drift,22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,,21/06/2023,21/06/2023,D,2023,6,21,False,25,1,2023-2024,1
276259,304089,33543560.0,iBRC33543560,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S1,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,491.0,TQ515801,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,L12 - Transport tracks and ways,L6 - Outdoor amenity and open spaces,,"Hoare, Jerry",11:10,12:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,1,0,0,,,,26/06/2023,26/06/2023,D,2023,6,26,False,26,2,2023-2024,47
276265,304076,33543566.0,iBRC33543566,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S2,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,545.0,TQ518804,25. Hedgerows,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),25. Hedgerows,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",11:10,12:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,1,0,0,,,,26/06/2023,26/06/2023,D,2023,6,26,False,26,2,2023-2024,47
276284,304092,33543585.0,iBRC33543585,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S6,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,596.0,TQ515813,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",11:10,12:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,26/06/2023,26/06/2023,D,2023,6,26,False,26,1,2023-2024,47
278614,304099,34296242.0,iBRC34296242,Victory Wood Two,Victory Wood Two - S2,,2021.0,TR094620,OSGB,100,51.31855416,1.003647116,51.31800326,1.005373744,1353.0,409.0,TR098620,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",31. Recently felled areas/early-stage woodland and coppice,22. Dry scrub/shrub thickets,,"Wide ride habitat flanked by secondary woodland aged 15 years- composition is mixed broadleaves including oak, willow sp. ash, cherry, birch, hornbeam, Guelder rose, wild service, elder, blackthorn. crab apple, hawthorn, dogwood, amongst other species. Tall herbs line areas of the wide ride including broom and a range of flora is establishing along the ride edge. A historic agricultural drainage runs west to east, lined with more mature willow including almond willow, oak and other broadleaves. It sits in close proximity to managed grassland where arisings are cut and collected during September annually. The wide ride habitat along the transect is also cut in September in a piecemeal fashion (zone 1 sections cut on a 3-5 year rotation with pinch points left) and arisings are collected. Zone 2 and 3 areas are cut on a longer rotation, and some coppiced edges are being incorporated to support a more diverse habitat structure. The site sits on London Clay soils and can become waterlogged. The grassland is predominantly neutral becoming slightly more acidic towards the southern end. The whole area is publically accessible and forms part of the managed ride network- cut three times annually. In this section of the route, there are more open ground areas due to historic and interpretive features including a Cold War bunker and nearby links viewing platform.",L3 - Managed forest,L6 - Outdoor amenity and open spaces,"This section sits along the main ridge extending between two flanking ancient woodland habitats. This area is exposed, the site sits 2km from the North Kent coastline.","Lansdell, Emma",14:40,15:40,Cloudy,4. Dust raised and small branches move,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,Hooray - bumble numbers are good and first Shrill of the year,White Clover,02/07/2023,02/07/2023,D,2023,7,2,False,26,1,2023-2024,13
280648,273243,31493193.0,iBRC31493193,"Ferry Marsh, Iwade","Ferry Marsh, Iwade - S4",,2023.0,TQ909696,OSGB,100,51.3933167,0.74257663,51.39277884,0.744277021,2483.0,288.0,TQ904696,1. Marine saltmarshes/estuaries/saline reedbeds,22. Dry scrub/shrub thickets,19. Seasonally wet and wet marshy grasslands,,base of sea wall along ditch edges . scrub bramble wet ground,L41 - Unused Land,L17 - Waterways,base of sea wall. borders scrubby area next to ditches and marsh. Ferry marsh owned by wildfowlers and managed for birds,"Thorpe, Karen",09:15,10:30,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,4,0,0,,,Bramble,08/07/2023,08/07/2023,D,2023,7,8,False,27,4,2023-2024,6
280655,273241,31493200.0,iBRC31493200,"Ferry Marsh, Iwade","Ferry Marsh, Iwade - S5",,2023.0,TQ909696,OSGB,100,51.3933167,0.74257663,51.39277884,0.744277021,2483.0,788.0,TQ906698,1. Marine saltmarshes/estuaries/saline reedbeds,10. Fen/swamp/marsh vegetation of inland freshwater edges,22. Dry scrub/shrub thickets,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),grass seawall bank.  scrubby area wet in winter next to ditches,L41 - Unused Land,L17 - Waterways,forms part of the base of sea wall workings next to scrub area and ditches along edge of marshland grazed by cows and ponies. Marsh managed by wildfowlers for birds,"Thorpe, Karen",09:15,10:30,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bramble,08/07/2023,08/07/2023,D,2023,7,8,False,27,1,2023-2024,6
281185,273240,31548946.0,iBRC31548946,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",10:30,12:30,Sunny/Cloudy,4. Dust raised and small branches move,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,Bramble,10/07/2023,10/07/2023,D,2023,7,10,False,28,1,2023-2024,28
281232,304121,33543729.0,iBRC33543729,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S3,,2015.0,TQ549790,OSGB,100,51.48873644,0.229697659,51.4882181,0.231343991,2032.0,329.0,TQ549790,30. Small man-made woodlands,22. Dry scrub/shrub thickets,,,"Recently planted woodland consisting of native species (hawthorn, willow, blackthorn) contains bramble, hogweed, ground ivy, bindweed and areas of buddleia.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:05,12:15,Sunny,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,surveyed in reverse direcion,,10/07/2023,10/07/2023,D,2023,7,10,False,28,1,2023-2024,30
285103,291943,31826234.0,iBRC31826234,Magor Marsh Reserve,Magor Marsh Reserve - S1,Monmouthshire,2015.0,ST426866,OSGB,100,51.57532869,-2.829680757,51.57486575,-2.828381396,1751.0,416.0,ST428866,10. Fen/swamp/marsh vegetation of inland freshwater edges,19. Seasonally wet and wet marshy grasslands,"24. Wet Willow scrub of fen, river and lake-side",,"Path/boardwalk alongside drainage ditch on one side with reeds, marsh vegetation; and on the other side wet meadow, with some willow scrub. ",L6 - Outdoor amenity and open spaces,L1 - Agriculture,A nature reserve with light seasonal grazing of some fields.,"Waller, Maureen",14:00,15:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Comfrey,19/07/2023,19/07/2023,D,2023,7,19,False,29,1,2023-2024,2
285125,291934,31826264.0,iBRC31826264,Magor Marsh Reserve,Magor Marsh Reserve - S5,Monmouthshire,2015.0,ST426866,OSGB,100,51.57532869,-2.829680757,51.57486575,-2.828381396,1751.0,379.0,ST426865,19. Seasonally wet and wet marshy grasslands,10. Fen/swamp/marsh vegetation of inland freshwater edges,,,"In part a boardwalk alongside a drainage ditch and a wet meadow rich in sedge, in part through a wet grassland meadow.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Waller, Maureen",14:00,15:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bird's-Foot-Trefoil,19/07/2023,19/07/2023,D,2023,7,19,False,29,1,2023-2024,2
285497,304082,33419961.0,iBRC33419961,WBE,WBE - S4,,2023.0,TR074647,OSGB,100,51.34353109,0.976558127,51.34298353,0.978282785,1791.0,524.0,TR074647,22. Dry scrub/shrub thickets,19. Seasonally wet and wet marshy grasslands,,,"Old plot lands, now heavy with trees and wet seasonal wet scrub.",L41 - Unused Land,,,"Gomes, Bob",10:12,11:40,Sunny,"2. Wind felt on face, leaves rustle",20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,nectaring on yellow mellilot,"Section 2 grazed by cattle and thistles topped, so very little forage for bees.",,20/07/2023,20/07/2023,D,2023,7,20,False,29,3,2023-2024,7
286252,291908,31814902.0,iBRC31814902,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S1,South Essex,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,339.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,legume rich hay meadow,L6 - Outdoor amenity and open spaces,L1 - Agriculture,"hay meadow, seasonally opened for wildflower trail walk","Hill, Andy",10:30,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bristly Ox-tongue,21/07/2023,21/07/2023,D,2023,7,21,False,29,1,2023-2024,65
286260,291930,31814910.0,iBRC31814910,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S2,South Essex,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,480.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"less flower rich, recently greenhayed meadow, aiming to improve floral diversity in management. These fields are managed for reptiles with a patchy thatch layer",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",10:30,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Spear Thistle,21/07/2023,21/07/2023,D,2023,7,21,False,29,1,2023-2024,65
286266,291924,31814913.0,iBRC31814913,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S3,South Essex,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,423.0,TQ769845,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,same as previous section,L6 - Outdoor amenity and open spaces,L1 - Agriculture,"same as rpevious section, though ungrazed. Gets a mixed height cut in late summer","Hill, Andy",10:30,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Spear Thistle,21/07/2023,21/07/2023,D,2023,7,21,False,29,2,2023-2024,65
286273,291932,31814923.0,iBRC31814923,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S4,South Essex,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,460.0,TQ768845,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",22. Dry scrub/shrub thickets,,"footpath between lines of dense hedgerow of elder, blackthorn, bramble, hawthorn, lined with nettle species and other flowering plants",L6 - Outdoor amenity and open spaces,,footpath sides are cut throughout summer to maintain open footpath,"Hill, Andy",10:30,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,2,0,,,Bramble,21/07/2023,21/07/2023,D,2023,7,21,False,29,2,2023-2024,65
286279,291935,31814930.0,iBRC31814930,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S5,South Essex,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,460.0,TQ764847,17. Dry semi/unimproved (flower rich) neutral grassland,22. Dry scrub/shrub thickets,1. Marine saltmarshes/estuaries/saline reedbeds,,sea wall with long vegetation and scattered scrub. Grazed by cattle.,L6 - Outdoor amenity and open spaces,,grazed by cattle. public footpath through middle,"Hill, Andy",10:30,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bramble,21/07/2023,21/07/2023,D,2023,7,21,False,29,1,2023-2024,65
